graph,order,freq,input_time,task_time,total_time,input_power,task_power,input_e,task_e,total_e
res50,BLLLGGBLBLGLGLLGGB,"((3,), (3,), (4,), (3,), (1, 7), (1, 2), (2,), (0,), (2,), (5,), (4, 2), (1,), (2, 1), (3,), (2,), (3, 4), (0, 5), (0,))",114.162,763.5794299999999,877.7414299999999,3734.148789805396,4409.303138928831,426.2978941417636,3366.853177520487,3793.1510716622506
res50,BLLLGGBLBLGLGLLGGB,"((4,), (1,), (4,), (3,), (4, 6), (2, 1), (2,), (5,), (4,), (0,), (0, 4), (0,), (1, 5), (1,), (3,), (3, 5), (0, 1), (4,))",108.196,819.9270999999999,928.1231,4038.379985847484,4339.54363066708,436.93656094875433,3558.109424416329,3995.045985365084
res50,BLLLGGBLBLGLGLLGGB,"((1,), (0,), (5,), (4,), (2, 6), (1, 4), (1,), (1,), (5,), (2,), (0, 2), (5,), (2, 3), (4,), (1,), (3, 2), (3, 7), (3,))",126.335,771.9834200000001,898.3184200000002,3687.861651261534,4419.26445520065,465.9060017121259,3411.5988880102354,3877.5048897223614
res50,BLLLGGBLBLGLGLLGGB,"((3,), (2,), (0,), (3,), (1, 2), (2, 6), (5,), (0,), (2,), (5,), (2, 7), (5,), (0, 5), (1,), (4,), (3, 3), (1, 0), (7,))",110.379,791.80162,902.18062,4001.5458619566703,4372.065360892369,441.6866306969153,3461.8084355004626,3903.495066197378
res50,BLLLGGBLBLGLGLLGGB,"((2,), (2,), (3,), (5,), (4, 1), (0, 5), (0,), (5,), (3,), (3,), (1, 3), (2,), (3, 3), (5,), (2,), (1, 2), (1, 6), (7,))",117.129,749.3534699999999,866.4824699999999,3874.2533490812593,4455.779772828479,453.7874205245389,3338.954034324832,3792.74145484937
res50,BLLLGGBLBLGLGLLGGB,"((0,), (2,), (4,), (1,), (3, 5), (3, 5), (6,), (4,), (5,), (1,), (3, 1), (5,), (3, 1), (0,), (0,), (0, 2), (1, 4), (6,))",143.298,792.06482,935.36282,3465.175303637932,4380.261449662927,496.5526906607084,3469.450996680205,3966.0036873409135
res50,GGLGBGLLLGGGLLBGGL,"((2, 2), (2, 4), (1,), (3, 0), (4,), (0, 2), (5,), (0,), (1,), (4, 4), (2, 1), (0, 1), (1,), (0,), (3,), (3, 2), (2, 7), (3,))",77.9197,837.8583000000001,915.778,3666.24298907192,4284.298266575312,285.6725538355873,3589.6348623257377,3875.307416161325
res50,GGLGBGLLLGGGLLBGGL,"((3, 7), (3, 0), (2,), (0, 0), (1,), (3, 0), (1,), (0,), (3,), (2, 3), (2, 0), (1, 0), (1,), (3,), (2,), (4, 3), (1, 3), (4,))",106.043,835.1108800000001,941.15388,4776.571479353978,4275.188021496444,506.521969385134,3570.2560307973545,4076.778000182489
res50,GGLGBGLLLGGGLLBGGL,"((1, 2), (1, 4), (4,), (0, 1), (1,), (0, 1), (2,), (4,), (1,), (2, 6), (1, 1), (3, 6), (4,), (1,), (0,), (2, 7), (1, 7), (5,))",120.836,954.91943,1075.75543,3651.42356381149,4111.184111616667,441.2234177567252,3925.849588490044,4367.073006246769
res50,GGLGBGLLLGGGLLBGGL,"((1, 6), (3, 3), (0,), (4, 0), (0,), (3, 6), (3,), (0,), (1,), (0, 2), (0, 0), (1, 7), (2,), (3,), (7,), (4, 2), (3, 7), (5,))",106.159,873.3808199999999,979.5398199999998,4440.080683483183,4375.504893567182,471.3545252778912,3821.4820518577176,4292.836577135608
res50,GGLGBGLLLGGGLLBGGL,"((1, 3), (3, 4), (0,), (4, 2), (6,), (3, 0), (2,), (0,), (1,), (0, 3), (3, 3), (0, 4), (0,), (4,), (7,), (2, 3), (3, 1), (3,))",113.758,822.2938599999999,936.05186,3785.379276287438,4415.193975334837,430.6171757119064,3630.586896626827,4061.2040723387336
res50,GGLGBGLLLGGGLLBGGL,"((2, 1), (0, 0), (1,), (3, 2), (1,), (0, 1), (0,), (3,), (4,), (3, 3), (3, 3), (4, 3), (4,), (4,), (4,), (4, 0), (2, 7), (2,))",127.476,777.3787200000002,904.8547200000002,3535.571669382952,4459.647039159496,450.7005341262612,3466.8347069535994,3917.535241079861
